INDEP,SHIFT,DEP,STOR
16N,16N,16N,1S
15.48,-0.02,5410,
15.49,-0.02,5430,
15.5,-0.02,5440,
15.51,-0.02,5450,
15.52,-0.02,5460,
15.53,-0.02,5470,
15.54,-0.02,5480,
15.55,-0.02,5490,
15.56,-0.02,5510,
15.57,-0.02,5520,
15.58,-0.02,5530,
15.59,-0.02,5540,
15.6,-0.02,5550,
15.61,-0.02,5560,
15.62,-0.02,5570,
15.63,-0.02,5590,
15.64,-0.02,5600,
15.65,-0.02,5610,
15.66,-0.02,5620,
15.67,-0.02,5630,
15.68,-0.02,5640,
15.69,-0.02,5650,
15.7,-0.02,5670,
15.71,-0.02,5680,
15.72,-0.02,5690,
15.73,-0.02,5700,
15.74,-0.02,5710,
15.75,-0.02,5720,
15.76,-0.02,5740,
15.77,-0.02,5750,
15.78,-0.02,5760,
15.79,-0.02,5770,
15.8,-0.02,5780,
15.81,-0.02,5790,
15.82,-0.02,5810,
15.83,-0.02,5820,
15.84,-0.02,5830,
15.85,-0.02,5840,
15.86,-0.02,5850,
15.87,-0.02,5860,
15.88,-0.02,5880,
15.89,-0.02,5890,
15.9,-0.02,5900,
15.91,-0.01,5920,
15.92,-0.01,5930,
15.93,-0.01,5950,
15.94,-0.01,5960,
15.95,-0.01,5970,
15.96,-0.01,5980,
15.97,-0.01,5990,
15.98,-0.01,6010,
15.99,-0.01,6020,
16,-0.01,6030,
16.01,-0.01,6040,
16.02,-0.01,6050,
16.03,-0.01,6070,
16.04,-0.01,6080,
16.05,-0.01,6090,
16.06,-0.01,6100,
16.07,-0.01,6110,
16.08,-0.01,6130,
16.09,-0.01,6140,
16.1,-0.01,6150,
16.11,-0.01,6160,
16.12,-0.01,6170,
16.13,-0.01,6190,
16.14,-0.01,6200,
16.15,-0.01,6210,
16.16,-0.01,6220,
16.17,-0.01,6230,
16.18,-0.01,6250,
16.19,-0.01,6260,
16.2,-0.01,6270,
16.21,-0.01,6280,
16.22,-0.01,6300,
16.23,-0.01,6310,
16.24,-0.01,6320,
16.25,-0.01,6330,
16.26,-0.01,6350,
16.27,-0.01,6360,
16.28,-0.01,6370,
16.29,-0.01,6380,
16.3,-0.01,6390,
16.31,-0.01,6410,
16.32,-0.01,6420,
16.33,-0.01,6430,
16.34,-0.01,6440,
16.35,-0.01,6460,
16.36,-0.01,6470,
16.37,-0.01,6480,
16.38,-0.01,6490,
16.39,-0.01,6510,
16.4,-0.01,6520,
16.41,-0.01,6530,
16.42,-0.01,6540,
16.43,-0.01,6560,
16.44,-0.01,6570,
16.45,-0.01,6580,
16.46,-0.01,6590,
16.47,-0.01,6610,
16.48,-0.01,6620,
16.49,-0.01,6630,
16.5,-0.01,6640,
16.51,0,6670,
16.52,0,6680,
16.53,0,6690,
16.54,0,6710,
16.55,0,6720,
16.56,0,6730,
16.57,0,6750,
16.58,0,6760,
16.59,0,6770,
16.6,0,6780,
16.61,0,6800,
16.62,0,6810,
16.63,0,6820,
16.64,0,6840,
16.65,0,6850,
16.66,0,6860,
16.67,0,6870,
16.68,0,6890,
16.69,0,6900,
16.7,0,6910,
16.71,0,6930,
16.72,0,6940,
16.73,0,6950,
16.74,0,6960,
16.75,0,6980,
16.76,0,6990,
16.77,0,7000,
16.78,0,7020,
16.79,0,7030,
16.8,0,7040,
16.81,0,7060,
16.82,0,7070,
16.83,0,7080,
16.84,0,7090,
16.85,0,7110,
16.86,0,7120,
16.87,0,7130,
16.88,0,7150,
16.89,0,7160,
16.9,0,7170,
16.91,0,7190,
16.92,0,7200,
16.93,0,7210,
16.94,0,7230,
16.95,0,7240,
16.96,0,7250,
16.97,0,7270,
16.98,0,7280,
16.99,0,7290,
17,0,7310,
17.01,0,7320,
17.02,0,7330,
17.03,0,7350,
17.04,0,7360,
17.05,0,7370,
17.06,0,7390,
17.07,0,7400,
17.08,0,7410,
17.09,0,7430,
17.1,0,7440,
17.11,0,7450,
17.12,0,7470,
17.13,0,7480,
17.14,0,7490,
17.15,0,7510,
17.16,0,7520,
17.17,0,7530,
17.18,0,7550,
17.19,0,7560,
17.2,0,7570,
17.21,0,7590,
17.22,0,7600,
17.23,0,7620,
17.24,0,7630,
17.25,0,7640,
17.26,0,7660,
17.27,0,7670,
17.28,0,7680,
17.29,0,7700,
17.3,0,7710,
17.31,0,7730,
17.32,0,7740,
17.33,0,7750,
17.34,0,7770,
17.35,0,7780,
17.36,0,7790,
17.37,0,7810,
17.38,0,7820,
17.39,0,7840,
17.4,0,7850,
17.41,0,7860,
17.42,0,7880,
17.43,0,7890,
17.44,0,7910,
17.45,0,7920,
17.46,0,7930,
17.47,0,7950,
17.48,0,7960,
17.49,0,7970,
17.5,0,7990,
17.51,0,8000,
17.52,0,8020,
17.53,0,8030,
17.54,0,8050,
17.55,0,8060,
17.56,0,8070,
17.57,0,8090,
17.58,0,8100,
17.59,0,8120,
17.6,0,8130,
17.61,0,8140,
17.62,0,8160,
17.63,0,8170,
17.64,0,8190,
17.65,0,8200,
17.66,0,8210,
17.67,0,8230,
17.68,0,8240,
17.69,0,8260,
17.7,0,8270,
17.71,0,8290,
17.72,0,8300,
17.73,0,8310,
17.74,0,8330,
17.75,0,8340,
17.76,0,8360,
17.77,0,8370,
17.78,0,8390,
17.79,0,8400,
17.8,0,8420,
17.81,0,8430,
17.82,0,8440,
17.83,0,8460,
17.84,0,8470,
17.85,0,8490,
17.86,0,8500,
17.87,0,8520,
17.88,0,8530,
17.89,0,8550,
17.9,0,8560,
17.91,0,8580,
17.92,0,8590,
17.93,0,8600,
17.94,0,8620,
17.95,0,8630,
17.96,0,8650,
17.97,0,8660,
17.98,0,8680,
17.99,0,8690,
18,0,8710,
18.01,0,8720,
18.02,0,8740,
18.03,0,8750,
18.04,0,8770,
18.05,0,8780,
18.06,0,8800,
18.07,0,8810,
18.08,0,8820,
18.09,0,8840,
18.1,0,8850,
18.11,0,8870,
18.12,0,8880,
18.13,0,8900,
18.14,0,8910,
18.15,0,8930,
18.16,0,8940,
18.17,0,8960,
18.18,0,8970,
18.19,0,8990,
18.2,0,9000,
18.21,0,9020,
18.22,0,9030,
18.23,0,9050,
18.24,0,9060,
18.25,0,9080,
18.26,0,9090,
18.27,0,9110,
18.28,0,9120,
18.29,0,9140,
18.3,0,9150,
18.31,0,9170,
18.32,0,9180,
18.33,0,9200,
18.34,0,9220,
18.35,0,9230,
18.36,0,9250,
18.37,0,9260,
18.38,0,9280,
18.39,0,9290,
18.4,0,9310,
18.41,0,9320,
18.42,0,9340,
18.43,0,9350,
18.44,0,9370,
18.45,0,9380,
18.46,0,9400,
18.47,0,9410,
18.48,0,9430,
18.49,0,9440,
18.5,0,9460,
18.51,0,9480,
18.52,0,9490,
18.53,0,9510,
18.54,0,9520,
18.55,0,9540,
18.56,0,9550,
18.57,0,9570,
18.58,0,9580,
18.59,0,9600,
18.6,0,9610,
18.61,0,9630,
18.62,0,9650,
18.63,0,9660,
18.64,0,9680,
18.65,0,9690,
18.66,0,9710,
18.67,0,9720,
18.68,0,9740,
18.69,0,9760,
18.7,0,9770,
18.71,0,9790,
18.72,0,9800,
18.73,0,9820,
18.74,0,9830,
18.75,0,9850,
18.76,0,9870,
18.77,0,9880,
18.78,0,9900,
18.79,0,9910,
18.8,0,9930,
18.81,0,9940,
18.82,0,9960,
18.83,0,9980,
18.84,0,9990,
18.85,0,10000,
18.86,0,10000,
18.87,0,10000,
18.88,0,10100,
18.89,0,10100,
18.9,0,10100,
18.91,0,10100,
18.92,0,10100,
18.93,0,10100,
18.94,0,10200,
18.95,0,10200,
18.96,0,10200,
18.97,0,10200,*
18.98,0,10200,
18.99,0,10200,
19,0,10200,
19.01,0,10300,
19.02,0,10300,
19.03,0,10300,
19.04,0,10300,
19.05,0,10300,
19.06,0,10300,
19.07,0,10400,
19.08,0,10400,
19.09,0,10400,
19.1,0,10400,
19.11,0,10400,
19.12,0,10400,
19.13,0,10400,
19.14,0,10500,
19.15,0,10500,
19.16,0,10500,
19.17,0,10500,
19.18,0,10500,
19.19,0,10500,
19.2,0,10600,
19.21,0,10600,
19.22,0,10600,
19.23,0,10600,
19.24,0,10600,
19.25,0,10600,
19.26,0,10700,
19.27,0,10700,
19.28,0,10700,
19.29,0,10700,
19.3,0,10700,
19.31,0,10700,
19.32,0,10800,
19.33,0,10800,
19.34,0,10800,
19.35,0,10800,
19.36,0,10800,
19.37,0,10800,
19.38,0,10800,
19.39,0,10900,
19.4,0,10900,
19.41,0,10900,
19.42,0,10900,
19.43,0,10900,
19.44,0,10900,
19.45,0,11000,
19.46,0,11000,
19.47,0,11000,
19.48,0,11000,
19.49,0,11000,
19.5,0,11000,
19.51,0,11100,
19.52,0,11100,
19.53,0,11100,
19.54,0,11100,
19.55,0,11100,
19.56,0,11100,
19.57,0,11200,
19.58,0,11200,
19.59,0,11200,
19.6,0,11200,
19.61,0,11200,
19.62,0,11200,
19.63,0,11300,
19.64,0,11300,
19.65,0,11300,
19.66,0,11300,
19.67,0,11300,
19.68,0,11300,
19.69,0,11400,
19.7,0,11400,
19.71,0,11400,
19.72,0,11400,
19.73,0,11400,
19.74,0,11400,
19.75,0,11400,
19.76,0,11500,
19.77,0,11500,
19.78,0,11500,
19.79,0,11500,
19.8,0,11500,
19.81,0,11500,
19.82,0,11600,
19.83,0,11600,
19.84,0,11600,
19.85,0,11600,
19.86,0,11600,
19.87,0,11600,
19.88,0,11700,
19.89,0,11700,
19.9,0,11700,
19.91,0,11700,
19.92,0,11700,
19.93,0,11700,
19.94,0,11800,
19.95,0,11800,
19.96,0,11800,
19.97,0,11800,
19.98,0,11800,
19.99,0,11800,
20,0,11900,
20.01,0,11900,
20.02,0,11900,
20.03,0,11900,
20.04,0,11900,
20.05,0,12000,
20.06,0,12000,
20.07,0,12000,
20.08,0,12000,
20.09,0,12000,
20.1,0,12000,
20.11,0,12100,
20.12,0,12100,
20.13,0,12100,
20.14,0,12100,
20.15,0,12100,
20.16,0,12100,
20.17,0,12200,
20.18,0,12200,
20.19,0,12200,
20.2,0,12200,
20.21,0,12200,
20.22,0,12200,
20.23,0,12300,
20.24,0,12300,
20.25,0,12300,
20.26,0,12300,
20.27,0,12300,
20.28,0,12300,
20.29,0,12400,
20.3,0,12400,
20.31,0,12400,
20.32,0,12400,
20.33,0,12400,
20.34,0,12400,
20.35,0,12500,
20.36,0,12500,
20.37,0,12500,
20.38,0,12500,
20.39,0,12500,
20.4,0,12600,
20.41,0,12600,
20.42,0,12600,
20.43,0,12600,
20.44,0,12600,
20.45,0,12600,
20.46,0,12700,
20.47,0,12700,
20.48,0,12700,
20.49,0,12700,
20.5,0,12700,
20.51,0,12700,
20.52,0,12800,
20.53,0,12800,
20.54,0,12800,
20.55,0,12800,
20.56,0,12800,
20.57,0,12800,
20.58,0,12900,
20.59,0,12900,
20.6,0,12900,
20.61,0,12900,
20.62,0,12900,
20.63,0,13000,
20.64,0,13000,
20.65,0,13000,
20.66,0,13000,
20.67,0,13000,
20.68,0,13000,
20.69,0,13100,
20.7,0,13100,
20.71,0,13100,
20.72,0,13100,
20.73,0,13100,
20.74,0,13100,
20.75,0,13200,
20.76,0,13200,
20.77,0,13200,
20.78,0,13200,
20.79,0,13200,
20.8,0,13300,
20.81,0,13300,
20.82,0,13300,
20.83,0,13300,
20.84,0,13300,
20.85,0,13300,
20.86,0,13400,
20.87,0,13400,
20.88,0,13400,
20.89,0,13400,
20.9,0,13400,
20.91,0,13500,
20.92,0,13500,
20.93,0,13500,
20.94,0,13500,
20.95,0,13500,
20.96,0,13500,
20.97,0,13600,
20.98,0,13600,
20.99,0,13600,
21,0,13600,
21.01,0,13600,
21.02,0,13700,
21.03,0,13700,
21.04,0,13700,
21.05,0,13700,
21.06,0,13700,
21.07,0,13700,
21.08,0,13800,
21.09,0,13800,
21.1,0,13800,
21.11,0,13800,
21.12,0,13800,
21.13,0,13900,
21.14,0,13900,
21.15,0,13900,
21.16,0,13900,
21.17,0,13900,
21.18,0,13900,
21.19,0,14000,
21.2,0,14000,
21.21,0,14000,
21.22,0,14000,
21.23,0,14000,
21.24,0,14100,
21.25,0,14100,
21.26,0,14100,
21.27,0,14100,
21.28,0,14100,
21.29,0,14200,
21.3,0,14200,
21.31,0,14200,
21.32,0,14200,
21.33,0,14200,
21.34,0,14200,
21.35,0,14300,
21.36,0,14300,
21.37,0,14300,
21.38,0,14300,
21.39,0,14300,
21.4,0,14400,
21.41,0,14400,
21.42,0,14400,
21.43,0,14400,
21.44,0,14400,
21.45,0,14400,
21.46,0,14500,
21.47,0,14500,
21.48,0,14500,
21.49,0,14500,
21.5,0,14500,
21.51,0,14600,
21.52,0,14600,
21.53,0,14600,
21.54,0,14600,
21.55,0,14600,
21.56,0,14700,
21.57,0,14700,
21.58,0,14700,
21.59,0,14700,
21.6,0,14700,
21.61,0,14800,
21.62,0,14800,
21.63,0,14800,
21.64,0,14800,
21.65,0,14800,
21.66,0,14800,
21.67,0,14900,
21.68,0,14900,
21.69,0,14900,
21.7,0,14900,
21.71,0,14900,
21.72,0,15000,
21.73,0,15000,
21.74,0,15000,
21.75,0,15000,
21.76,0,15000,
21.77,0,15100,
21.78,0,15100,
21.79,0,15100,
21.8,0,15100,
21.81,0,15100,
21.82,0,15200,
21.83,0,15200,
21.84,0,15200,
21.85,0,15200,
21.86,0,15200,
21.87,0,15200,
21.88,0,15300,
21.89,0,15300,
21.9,0,15300,
21.91,0,15300,
21.92,0,15300,
21.93,0,15400,
21.94,0,15400,
21.95,0,15400,
21.96,0,15400,
21.97,0,15400,
21.98,0,15500,
21.99,0,15500,
22,0,15500,
22.01,0,15500,
22.02,0,15500,
22.03,0,15600,
22.04,0,15600,
22.05,0,15600,
22.06,0,15600,
22.07,0,15600,
22.08,0,15700,
22.09,0,15700,
22.1,0,15700,
22.11,0,15700,
22.12,0,15700,
22.13,0,15800,
22.14,0,15800,
22.15,0,15800,
22.16,0,15800,
22.17,0,15800,
22.18,0,15900,
22.19,0,15900,
22.2,0,15900,
22.21,0,15900,
22.22,0,15900,
22.23,0,16000,
22.24,0,16000,
22.25,0,16000,
22.26,0,16000,
22.27,0,16000,
22.28,0,16100,
22.29,0,16100,
22.3,0,16100,
22.31,0,16100,
22.32,0,16100,
22.33,0,16200,
22.34,0,16200,
22.35,0,16200,
22.36,0,16200,
22.37,0,16200,
22.38,0,16300,
22.39,0,16300,
22.4,0,16300,
22.41,0,16300,
22.42,0,16300,
22.43,0,16400,
22.44,0,16400,
22.45,0,16400,
22.46,0,16400,
22.47,0,16400,
22.48,0,16500,
22.49,0,16500,
22.5,0,16500,
22.51,0,16500,
22.52,0,16500,
22.53,0,16600,
22.54,0,16600,
22.55,0,16600,
22.56,0,16600,
22.57,0,16600,
22.58,0,16700,
22.59,0,16700,
22.6,0,16700,
22.61,0,16700,
22.62,0,16700,
22.63,0,16800,
22.64,0,16800,
22.65,0,16800,
22.66,0,16800,
22.67,0,16800,
22.68,0,16900,
22.69,0,16900,
22.7,0,16900,
22.71,0,16900,
22.72,0,16900,
22.73,0,17000,
22.74,0,17000,
22.75,0,17000,
22.76,0,17000,
22.77,0,17000,
22.78,0,17100,
22.79,0,17100,
22.8,0,17100,
22.81,0,17100,
22.82,0,17100,
22.83,0,17200,
22.84,0,17200,
22.85,0,17200,
22.86,0,17200,
22.87,0,17300,
22.88,0,17300,
22.89,0,17300,
22.9,0,17300,
22.91,0,17300,
22.92,0,17400,
22.93,0,17400,
22.94,0,17400,
22.95,0,17400,
22.96,0,17400,
22.97,0,17500,
22.98,0,17500,
22.99,0,17500,
23,0,17500,
23.01,0,17500,
23.02,0,17600,
23.03,0,17600,
23.04,0,17600,
23.05,0,17600,
23.06,0,17600,
23.07,0,17700,
23.08,0,17700,
23.09,0,17700,
23.1,0,17700,
23.11,0,17800,
23.12,0,17800,
23.13,0,17800,
23.14,0,17800,
23.15,0,17800,
23.16,0,17900,
23.17,0,17900,
23.18,0,17900,
23.19,0,17900,
23.2,0,17900,
23.21,0,18000,
23.22,0,18000,
23.23,0,18000,
23.24,0,18000,
23.25,0,18000,
23.26,0,18100,
23.27,0,18100,
23.28,0,18100,
23.29,0,18100,
23.3,0,18200,
23.31,0,18200,
23.32,0,18200,
23.33,0,18200,
23.34,0,18200,
23.35,0,18300,
23.36,0,18300,
23.37,0,18300,
23.38,0,18300,
23.39,0,18300,
23.4,0,18400,
23.41,0,18400,
23.42,0,18400,
23.43,0,18400,
23.44,0,18500,
23.45,0,18500,
23.46,0,18500,
23.47,0,18500,
23.48,0,18500,
23.49,0,18600,
23.5,0,18600,
23.51,0,18600,
23.52,0,18600,
23.53,0,18600,
23.54,0,18700,
23.55,0,18700,
23.56,0,18700,
23.57,0,18700,
23.58,0,18800,
23.59,0,18800,
23.6,0,18800,
23.61,0,18800,
23.62,0,18800,
23.63,0,18900,
23.64,0,18900,
23.65,0,18900,
23.66,0,18900,
23.67,0,19000,
23.68,0,19000,
23.69,0,19000,
23.7,0,19000,
23.71,0,19000,
23.72,0,19100,
23.73,0,19100,
23.74,0,19100,
23.75,0,19100,
23.76,0,19100,
23.77,0,19200,
23.78,0,19200,
23.79,0,19200,
23.8,0,19200,
23.81,0,19300,
23.82,0,19300,
23.83,0,19300,
23.84,0,19300,
23.85,0,19300,
23.86,0,19400,
23.87,0,19400,
23.88,0,19400,
23.89,0,19400,
23.9,0,19500,
23.91,0,19500,
23.92,0,19500,
23.93,0,19500,
23.94,0,19500,
23.95,0,19600,
23.96,0,19600,
23.97,0,19600,
23.98,0,19600,
23.99,0,19700,
24,0,19700,
24.01,0,19700,
24.02,0,19700,
24.03,0,19700,
24.04,0,19800,
24.05,0,19800,
24.06,0,19800,
24.07,0,19800,
24.08,0,19900,
24.09,0,19900,
24.1,0,19900,*
24.11,0,19900,
24.12,0,19900,
24.13,0,20000,
24.14,0,20000,
24.15,0,20000,
24.16,0,20000,
24.17,0,20100,
24.18,0,20100,
24.19,0,20100,
24.2,0,20100,
24.21,0,20100,
24.22,0,20200,
24.23,0,20200,
24.24,0,20200,
24.25,0,20200,
24.26,0,20300,
24.27,0,20300,
24.28,0,20300,
24.29,0,20300,
24.3,0,20300,
24.31,0,20400,
24.32,0,20400,
24.33,0,20400,
24.34,0,20400,
24.35,0,20500,
24.36,0,20500,
24.37,0,20500,
24.38,0,20500,
24.39,0,20600,
24.4,0,20600,
24.41,0,20600,
24.42,0,20600,
24.43,0,20600,
24.44,0,20700,
24.45,0,20700,
24.46,0,20700,
24.47,0,20700,
24.48,0,20800,
24.49,0,20800,
24.5,0,20800,
24.51,0,20800,
24.52,0,20800,
24.53,0,20900,
24.54,0,20900,
24.55,0,20900,
24.56,0,20900,
24.57,0,21000,
24.58,0,21000,
24.59,0,21000,
24.6,0,21000,
24.61,0,21100,
24.62,0,21100,
24.63,0,21100,
24.64,0,21100,
24.65,0,21100,
24.66,0,21200,
24.67,0,21200,
24.68,0,21200,
24.69,0,21200,
24.7,0,21300,
24.71,0,21300,
24.72,0,21300,
24.73,0,21300,
24.74,0,21400,
24.75,0,21400,
24.76,0,21400,
24.77,0,21400,
24.78,0,21500,
24.79,0,21500,
24.8,0,21500,
24.81,0,21500,
24.82,0,21500,
24.83,0,21600,
24.84,0,21600,
24.85,0,21600,
24.86,0,21600,
24.87,0,21700,
24.88,0,21700,
24.89,0,21700,
24.9,0,21700,
24.91,0,21800,
24.92,0,21800,
24.93,0,21800,
24.94,0,21800,
24.95,0,21800,
24.96,0,21900,
24.97,0,21900,
24.98,0,21900,
24.99,0,21900,
25,0,22000,
25.01,0,22000,
25.02,0,22000,
25.03,0,22000,
25.04,0,22100,
25.05,0,22100,
25.06,0,22100,
25.07,0,22100,
25.08,0,22200,
25.09,0,22200,
25.1,0,22200,
25.11,0,22200,
25.12,0,22200,
25.13,0,22300,
25.14,0,22300,
25.15,0,22300,
25.16,0,22300,
25.17,0,22400,
25.18,0,22400,
25.19,0,22400,
25.2,0,22400,
25.21,0,22500,
25.22,0,22500,
25.23,0,22500,
25.24,0,22500,
25.25,0,22600,
25.26,0,22600,
25.27,0,22600,
25.28,0,22600,
25.29,0,22700,
25.3,0,22700,
25.31,0,22700,
25.32,0,22700,
25.33,0,22800,
25.34,0,22800,
25.35,0,22800,
25.36,0,22800,
25.37,0,22800,
25.38,0,22900,
25.39,0,22900,
25.4,0,22900,
25.41,0,22900,
25.42,0,23000,
25.43,0,23000,
25.44,0,23000,
25.45,0,23000,
25.46,0,23100,
25.47,0,23100,
25.48,0,23100,
25.49,0,23100,
25.5,0,23200,
25.51,0,23200,
25.52,0,23200,
25.53,0,23200,
25.54,0,23300,
25.55,0,23300,
25.56,0,23300,
25.57,0,23300,
25.58,0,23400,
25.59,0,23400,
25.6,0,23400,
25.61,0,23400,
25.62,0,23500,
25.63,0,23500,
25.64,0,23500,
25.65,0,23500,
25.66,0,23600,
25.67,0,23600,
25.68,0,23600,
25.69,0,23600,
25.7,0,23600,
25.71,0,23700,
25.72,0,23700,
25.73,0,23700,
25.74,0,23700,
25.75,0,23800,
25.76,0,23800,
25.77,0,23800,
25.78,0,23800,
25.79,0,23900,
25.8,0,23900,
25.81,0,23900,
25.82,0,23900,
25.83,0,24000,
25.84,0,24000,
25.85,0,24000,
25.86,0,24000,
25.87,0,24100,
25.88,0,24100,
25.89,0,24100,
25.9,0,24100,
25.91,0,24200,
25.92,0,24200,
25.93,0,24200,
25.94,0,24200,
25.95,0,24300,
25.96,0,24300,
25.97,0,24300,
25.98,0,24300,
25.99,0,24400,
26,0,24400,
26.01,0,24400,
26.02,0,24400,
26.03,0,24500,
26.04,0,24500,
26.05,0,24500,
26.06,0,24500,
26.07,0,24600,
26.08,0,24600,
26.09,0,24600,
26.1,0,24600,
26.11,0,24700,
26.12,0,24700,
26.13,0,24700,
26.14,0,24700,
26.15,0,24800,
26.16,0,24800,
26.17,0,24800,
26.18,0,24800,
26.19,0,24900,
26.2,0,24900,
26.21,0,24900,
26.22,0,24900,
26.23,0,25000,
26.24,0,25000,
26.25,0,25000,
26.26,0,25000,
26.27,0,25100,
26.28,0,25100,
26.29,0,25100,
26.3,0,25100,
26.31,0,25200,
26.32,0,25200,
26.33,0,25200,
26.34,0,25200,
26.35,0,25300,
26.36,0,25300,
26.37,0,25300,
26.38,0,25400,
26.39,0,25400,
26.4,0,25400,
26.41,0,25400,
26.42,0,25500,
26.43,0,25500,
26.44,0,25500,
26.45,0,25500,
26.46,0,25600,
26.47,0,25600,
26.48,0,25600,
26.49,0,25600,
26.5,0,25700,
26.51,0,25700,
26.52,0,25700,
26.53,0,25700,
26.54,0,25800,
26.55,0,25800,
26.56,0,25800,
26.57,0,25800,
26.58,0,25900,
26.59,0,25900,
26.6,0,25900,
26.61,0,25900,
26.62,0,26000,
26.63,0,26000,
26.64,0,26000,
26.65,0,26000,
26.66,0,26100,
26.67,0,26100,
26.68,0,26100,
26.69,0,26100,
26.7,0,26200,
26.71,0,26200,
26.72,0,26200,
26.73,0,26300,
26.74,0,26300,
26.75,0,26300,
26.76,0,26300,
26.77,0,26400,
26.78,0,26400,
26.79,0,26400,
26.8,0,26400,
26.81,0,26500,
26.82,0,26500,
26.83,0,26500,
26.84,0,26500,
26.85,0,26600,
26.86,0,26600,
26.87,0,26600,
26.88,0,26600,
26.89,0,26700,
26.9,0,26700,
26.91,0,26700,
26.92,0,26700,
26.93,0,26800,
26.94,0,26800,
26.95,0,26800,
26.96,0,26900,
26.97,0,26900,
26.98,0,26900,
26.99,0,26900,
27,0,27000,
27.01,0,27000,
27.02,0,27000,
27.03,0,27000,
27.04,0,27100,
27.05,0,27100,
27.06,0,27100,
27.07,0,27100,
27.08,0,27200,
27.09,0,27200,
27.1,0,27200,
27.11,0,27200,
27.12,0,27300,
27.13,0,27300,
27.14,0,27300,
27.15,0,27400,
27.16,0,27400,
27.17,0,27400,
27.18,0,27400,
27.19,0,27500,
27.2,0,27500,
27.21,0,27500,
27.22,0,27500,
27.23,0,27600,
27.24,0,27600,
27.25,0,27600,
27.26,0,27600,
27.27,0,27700,
27.28,0,27700,
27.29,0,27700,
27.3,0,27800,
27.31,0,27800,
27.32,0,27800,
27.33,0,27800,
27.34,0,27900,
27.35,0,27900,
27.36,0,27900,
27.37,0,27900,
27.38,0,28000,
27.39,0,28000,
27.4,0,28000,
27.41,0,28100,
27.42,0,28100,
27.43,0,28100,
27.44,0,28100,
27.45,0,28200,
27.46,0,28200,
27.47,0,28200,
27.48,0,28200,
27.49,0,28300,
27.5,0,28300,
27.51,0,28300,
27.52,0,28300,
27.53,0,28400,
27.54,0,28400,
27.55,0,28400,
27.56,0,28500,
27.57,0,28500,
27.58,0,28500,
27.59,0,28500,
27.6,0,28600,
27.61,0,28600,
27.62,0,28600,
27.63,0,28600,
27.64,0,28700,
27.65,0,28700,
27.66,0,28700,
27.67,0,28800,
27.68,0,28800,
27.69,0,28800,
27.7,0,28800,
27.71,0,28900,
27.72,0,28900,
27.73,0,28900,
27.74,0,28900,
27.75,0,29000,
27.76,0,29000,
27.77,0,29000,
27.78,0,29100,
27.79,0,29100,
27.8,0,29100,
27.81,0,29100,
27.82,0,29200,
27.83,0,29200,
27.84,0,29200,
27.85,0,29300,
27.86,0,29300,
27.87,0,29300,
27.88,0,29300,
27.89,0,29400,
27.9,0,29400,
27.91,0,29400,
27.92,0,29400,
27.93,0,29500,
27.94,0,29500,
27.95,0,29500,
27.96,0,29600,
27.97,0,29600,
27.98,0,29600,
27.99,0,29600,
28,0,29700,
28.01,0,29700,
28.02,0,29700,
28.03,0,29700,
28.04,0,29800,
28.05,0,29800,
28.06,0,29800,
28.07,0,29900,
28.08,0,29900,
28.09,0,29900,
28.1,0,29900,
28.11,0,30000,
28.12,0,30000,
28.13,0,30000,
28.14,0,30100,
28.15,0,30100,
28.16,0,30100,
28.17,0,30100,
28.18,0,30200,
28.19,0,30200,
28.2,0,30200,
28.21,0,30300,
28.22,0,30300,
28.23,0,30300,
28.24,0,30300,
28.25,0,30400,
28.26,0,30400,
28.27,0,30400,
28.28,0,30400,
28.29,0,30500,
28.3,0,30500,
28.31,0,30500,
28.32,0,30600,
28.33,0,30600,
28.34,0,30600,
28.35,0,30600,
28.36,0,30700,
28.37,0,30700,
28.38,0,30700,
28.39,0,30800,
28.4,0,30800,
28.41,0,30800,
28.42,0,30800,
28.43,0,30900,
28.44,0,30900,
28.45,0,30900,
28.46,0,31000,
28.47,0,31000,
28.48,0,31000,
28.49,0,31000,
28.5,0,31100,
28.51,0,31100,
28.52,0,31100,
28.53,0,31200,
28.54,0,31200,
28.55,0,31200,
28.56,0,31200,
28.57,0,31300,
28.58,0,31300,
28.59,0,31300,
28.6,0,31400,
28.61,0,31400,
28.62,0,31400,
28.63,0,31400,
28.64,0,31500,
28.65,0,31500,
28.66,0,31500,
28.67,0,31600,
28.68,0,31600,
28.69,0,31600,
28.7,0,31600,
28.71,0,31700,
28.72,0,31700,
28.73,0,31700,
28.74,0,31800,
28.75,0,31800,
28.76,0,31800,
28.77,0,31800,
28.78,0,31900,
28.79,0,31900,
28.8,0,31900,
28.81,0,32000,
28.82,0,32000,
28.83,0,32000,
28.84,0,32100,
28.85,0,32100,
28.86,0,32100,
28.87,0,32100,
28.88,0,32200,
28.89,0,32200,
28.9,0,32200,
28.91,0,32300,
28.92,0,32300,
28.93,0,32300,
28.94,0,32300,
28.95,0,32400,
28.96,0,32400,
28.97,0,32400,
28.98,0,32500,
28.99,0,32500,
29,0,32500,
29.01,0,32500,
29.02,0,32600,
29.03,0,32600,
29.04,0,32600,
29.05,0,32700,
29.06,0,32700,
29.07,0,32700,
29.08,0,32800,
29.09,0,32800,
29.1,0,32800,
29.11,0,32800,
29.12,0,32900,
29.13,0,32900,
29.14,0,32900,
29.15,0,33000,
